checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,Member ID,Book ID,Checkout Date
9283.0,1072.0,513.0,2025-09-17,2025-09-25,seif,zaki,9.0,zamalek,active,2025-10-21,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9030.0,1018.0,507.0,2025-03-09,2025-01-11,ahmed,shafik,9.0,maadi,active,2023-01-28,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9291.0,1065.0,526.0,2024-03-25,2024-03-31,adam,fahmy,6.0,zamalek,active,2025-07-12,the clockwork orchard,mahmoud rafei,1052.0,516.5,2025-07-07
9369.0,1076.0,501.0,2025-06-05,2025-01-11,dina,wahba,7.0,shubra,active,2025-12-13,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9225.0,1059.0,516.0,2025-08-06,2025-08-22,lina,halim,7.0,heliopolis,active,2024-01-06,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9256.0,1059.0,521.0,2025-07-09,2025-01-11,lina,halim,7.0,heliopolis,active,2024-01-06,a garden of equations,karim elwy,1052.0,516.5,2025-07-07
9234.0,1053.0,525.0,2024-02-13,2024-03-06,adam,shafik,9.0,heliopolis,active,2024-01-03,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9152.0,1030.0,525.0,2025-01-03,2025-01-11,reem,osman,8.0,nasr city,active,2025-04-01,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9063.0,1018.0,515.0,2024-10-22,2025-01-11,ahmed,shafik,9.0,maadi,active,2023-01-28,songs of the oasis,hoda bakry,1052.0,516.5,2025-07-07
9161.0,1040.0,519.0,2025-10-11,2025-11-01,dina,adel,9.0,nasr city,active,2025-12-26,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9206.0,1050.0,519.0,2024-03-17,2025-01-11,fares,adel,6.0,heliopolis,inactive,2025-09-10,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9031.0,1020.0,530.0,2025-12-28,2026-01-05,rana,fouad,6.0,maadi,active,2025-12-04,the sandstone key,sara tantawy,1052.0,516.5,2025-07-07
9189.0,1032.0,507.0,2025-12-08,2025-12-16,nada,zaki,7.0,nasr city,active,2025-10-19,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9288.0,1065.0,519.0,2025-03-20,2025-03-31,adam,fahmy,6.0,zamalek,active,2025-07-12,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9236.0,1052.0,507.0,2024-09-02,2024-09-29,retaj,adel,7.0,heliopolis,active,2025-06-07,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9360.0,1077.0,520.0,2024-03-04,2024-03-16,lina,rashad,6.0,shubra,active,2023-07-08,the copper telescope,jasmine wahdan,1052.0,516.5,2025-07-07
9111.0,1027.0,510.0,2024-09-12,2024-10-03,mostafa,fouad,9.0,nasr city,active,2023-09-25,the missing metronome,diaa sultan,1052.0,516.5,2025-07-07
9342.0,1068.0,501.0,2025-05-28,2025-06-27,layla,hegazy,8.0,zamalek,inactive,2025-02-24,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9380.0,1022.0,513.0,2024-04-22,2024-04-28,youssef,fouad,7.0,maadi,active,2025-02-28,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9302.0,1061.0,507.0,2024-06-22,2025-01-11,ziad,fahmy,9.0,zamalek,inactive,2023-04-27,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9173.0,1027.0,532.0,2025-03-10,2025-04-06,mostafa,fouad,9.0,nasr city,active,2023-09-25,the last bookmark,samir zohdy,1052.0,516.5,2025-07-07
9019.0,1014.0,513.0,2024-03-06,2024-03-23,habiba,nabil,6.0,maadi,active,2024-07-09,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9143.0,1024.0,518.0,2025-10-02,2025-01-11,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,the ninth lighthouse,hani nagati,1052.0,516.5,2025-07-07
9222.0,1050.0,505.0,2024-01-09,2024-02-01,fares,adel,6.0,heliopolis,inactive,2025-09-10,letters to the nile,aya hafez,1052.0,516.5,2025-07-07
9101.0,1020.0,532.0,2025-05-25,2025-06-15,rana,fouad,6.0,maadi,active,2025-12-04,the last bookmark,samir zohdy,1052.0,516.5,2025-07-07
9316.0,1065.0,513.0,2024-08-25,2024-09-17,adam,fahmy,6.0,zamalek,active,2025-07-12,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9148.0,1027.0,532.0,2025-07-05,2025-07-26,mostafa,fouad,9.0,nasr city,active,2023-09-25,the last bookmark,samir zohdy,1052.0,516.5,2025-07-07
9070.0,1018.0,513.0,2025-01-08,2025-02-01,ahmed,shafik,9.0,maadi,active,2023-01-28,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9139.0,1036.0,521.0,2024-03-14,2024-03-20,lina,zaki,7.0,nasr city,active,2025-08-05,a garden of equations,karim elwy,1052.0,516.5,2025-07-07
9043.0,1005.0,505.0,2024-01-26,2024-02-04,youssef,halim,9.0,maadi,active,2024-05-05,letters to the nile,aya hafez,1052.0,516.5,2025-07-07
9187.0,1034.0,502.0,2024-08-11,2025-01-11,aya,wahba,9.0,nasr city,active,2025-01-22,desert compass,amina darwish,1052.0,516.5,2025-07-07
9269.0,1054.0,507.0,2025-01-26,2025-01-31,retaj,fahmy,6.0,heliopolis,inactive,2024-03-21,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9056.0,1010.0,519.0,2025-07-11,2025-07-27,nour,nabil,6.0,maadi,active,2024-05-15,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9057.0,1020.0,519.0,2025-02-03,2025-01-11,rana,fouad,6.0,maadi,active,2025-12-04,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9140.0,1034.0,513.0,2025-03-06,2025-04-02,aya,wahba,9.0,nasr city,active,2025-01-22,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9209.0,1058.0,525.0,2024-11-22,2024-12-12,lina,mansour,8.0,heliopolis,active,2025-07-20,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9249.0,1057.0,519.0,2024-10-17,2024-11-03,ahmed,fahmy,8.0,heliopolis,active,2024-01-12,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9058.0,1006.0,501.0,2025-03-18,2025-04-09,layla,mansour,6.0,maadi,inactive,2024-02-12,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9366.0,1079.0,503.0,2024-06-23,2024-07-23,rana,osman,8.0,shubra,active,2024-10-27,the lantern maker,adel roushdy,1052.0,516.5,2025-07-07
9218.0,1044.0,532.0,2025-04-23,2025-05-04,sherif,saleh,7.0,heliopolis,active,2024-02-19,the last bookmark,samir zohdy,1052.0,516.5,2025-07-07
9355.0,1075.0,515.0,2024-11-10,2024-12-02,malak,fahmy,7.0,shubra,active,2024-10-28,songs of the oasis,hoda bakry,1052.0,516.5,2025-07-07
9205.0,1053.0,525.0,2024-12-02,2024-12-14,adam,shafik,9.0,heliopolis,active,2024-01-03,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9025.0,1001.0,525.0,2024-10-24,2024-11-07,salma,ibrahim,8.0,maadi,active,2023-04-05,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9124.0,1024.0,525.0,2025-10-14,2025-11-13,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9034.0,1015.0,511.0,2025-10-13,2025-01-11,hamza,sabry,7.0,maadi,inactive,2025-08-13,winter in alexandria,farida anwar,1052.0,516.5,2025-07-07
9181.0,1041.0,509.0,2025-03-24,2025-01-11,nada,rashad,7.0,nasr city,active,2024-04-02,marbles and mirrors,diaa sultan,1052.0,516.5,2025-07-07
9171.0,1027.0,507.0,2025-05-23,2025-06-19,mostafa,fouad,9.0,nasr city,active,2023-09-25,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9318.0,1067.0,513.0,2025-07-23,2025-08-17,aya,ibrahim,7.0,zamalek,inactive,2024-07-03,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9296.0,1065.0,501.0,2024-12-15,2025-01-11,adam,fahmy,6.0,zamalek,active,2025-07-12,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9348.0,1075.0,532.0,2024-07-28,2024-08-25,malak,fahmy,7.0,shubra,active,2024-10-28,the last bookmark,samir zohdy,1052.0,516.5,2025-07-07
9141.0,1027.0,529.0,2025-02-09,2025-03-03,mostafa,fouad,9.0,nasr city,active,2023-09-25,riddles of the red sea,sara tantawy,1052.0,516.5,2025-07-07
9094.0,1022.0,527.0,2024-11-22,2024-12-08,youssef,fouad,7.0,maadi,active,2025-02-28,notes from the delta,mona kholoussy,1052.0,516.5,2025-07-07
9280.0,1054.0,517.0,2024-09-06,2024-09-15,retaj,fahmy,6.0,heliopolis,inactive,2024-03-21,shadows on the corniche,hani nagati,1052.0,516.5,2025-07-07
9211.0,1044.0,507.0,2025-04-28,2025-05-25,sherif,saleh,7.0,heliopolis,active,2024-02-19,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9294.0,1067.0,507.0,2024-11-26,2025-01-11,aya,ibrahim,7.0,zamalek,inactive,2024-07-03,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9372.0,1076.0,519.0,2025-03-06,2025-04-02,dina,wahba,7.0,shubra,active,2025-12-13,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9112.0,1031.0,521.0,2024-07-28,2024-08-22,ali,fahmy,8.0,nasr city,active,2023-09-08,a garden of equations,karim elwy,1052.0,516.5,2025-07-07
9001.0,1008.0,501.0,2025-08-23,2025-08-28,ziad,saleh,8.0,maadi,active,2025-10-28,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9328.0,1070.0,501.0,2024-01-28,2025-01-11,ahmed,zaki,9.0,zamalek,active,2025-07-22,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9075.0,1018.0,510.0,2024-07-01,2025-01-11,ahmed,shafik,9.0,maadi,active,2023-01-28,the missing metronome,diaa sultan,1052.0,516.5,2025-07-07
9149.0,1032.0,507.0,2025-02-09,2025-02-18,nada,zaki,7.0,nasr city,active,2025-10-19,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9165.0,1030.0,519.0,2025-03-27,2025-04-02,reem,osman,8.0,nasr city,active,2025-04-01,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9255.0,1044.0,509.0,2025-05-24,2025-06-13,sherif,saleh,7.0,heliopolis,active,2024-02-19,marbles and mirrors,diaa sultan,1052.0,516.5,2025-07-07
9304.0,1068.0,519.0,2024-04-16,2024-05-09,layla,hegazy,8.0,zamalek,inactive,2025-02-24,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9322.0,1061.0,510.0,2025-10-20,2025-11-15,ziad,fahmy,9.0,zamalek,inactive,2023-04-27,the missing metronome,diaa sultan,1052.0,516.5,2025-07-07
9317.0,1061.0,507.0,2024-01-26,2024-02-09,ziad,fahmy,9.0,zamalek,inactive,2023-04-27,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9271.0,1044.0,513.0,2025-04-26,2025-05-06,sherif,saleh,7.0,heliopolis,active,2024-02-19,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9186.0,1034.0,516.0,2025-07-17,2025-08-03,aya,wahba,9.0,nasr city,active,2025-01-22,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9333.0,1072.0,520.0,2025-06-03,2025-06-08,seif,zaki,9.0,zamalek,active,2025-10-21,the copper telescope,jasmine wahdan,1052.0,516.5,2025-07-07
9188.0,1023.0,507.0,2025-05-11,2025-06-08,hassan,rashad,8.0,nasr city,inactive,2025-01-22,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9371.0,1079.0,528.0,2025-04-22,2025-05-02,rana,osman,8.0,shubra,active,2024-10-27,the glass beehive,mona kholoussy,1052.0,516.5,2025-07-07
9036.0,1010.0,515.0,2024-11-27,2024-12-24,nour,nabil,6.0,maadi,active,2024-05-15,songs of the oasis,hoda bakry,1052.0,516.5,2025-07-07
9163.0,1034.0,531.0,2025-12-28,2026-01-02,aya,wahba,9.0,nasr city,active,2025-01-22,voices in the library,samir zohdy,1052.0,516.5,2025-07-07
9091.0,1008.0,525.0,2024-06-03,2024-06-12,ziad,saleh,8.0,maadi,active,2025-10-28,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9092.0,1019.0,507.0,2025-03-20,2025-03-27,mostafa,wahba,6.0,maadi,inactive,2024-07-20,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9040.0,1016.0,529.0,2025-01-23,2025-02-11,dina,rashad,8.0,maadi,active,2023-04-24,riddles of the red sea,sara tantawy,1052.0,516.5,2025-07-07
9376.0,1024.0,518.0,2025-10-22,2025-11-04,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,the ninth lighthouse,hani nagati,1052.0,516.5,2025-07-07
9033.0,1020.0,522.0,2025-02-26,2025-03-11,rana,fouad,6.0,maadi,active,2025-12-04,the puzzle merchant,karim elwy,1052.0,516.5,2025-07-07
9341.0,1065.0,516.0,2025-02-19,2025-03-09,adam,fahmy,6.0,zamalek,active,2025-07-12,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9247.0,1044.0,510.0,2025-02-01,2025-02-23,sherif,saleh,7.0,heliopolis,active,2024-02-19,the missing metronome,diaa sultan,1052.0,516.5,2025-07-07
9184.0,1026.0,501.0,2024-12-15,2025-01-11,nada,saleh,7.0,nasr city,inactive,2023-11-16,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9228.0,1044.0,516.0,2024-12-05,2024-12-26,sherif,saleh,7.0,heliopolis,active,2024-02-19,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9331.0,1065.0,525.0,2025-02-17,2025-02-23,adam,fahmy,6.0,zamalek,active,2025-07-12,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9207.0,1044.0,527.0,2025-10-20,2025-11-04,sherif,saleh,7.0,heliopolis,active,2024-02-19,notes from the delta,mona kholoussy,1052.0,516.5,2025-07-07
9323.0,1072.0,519.0,2024-01-23,2024-01-28,seif,zaki,9.0,zamalek,active,2025-10-21,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9337.0,1072.0,529.0,2024-11-13,2025-01-11,seif,zaki,9.0,zamalek,active,2025-10-21,riddles of the red sea,sara tantawy,1052.0,516.5,2025-07-07
9326.0,1062.0,501.0,2024-08-15,2024-08-21,tarek,adel,7.0,zamalek,active,2023-01-22,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9128.0,1024.0,501.0,2025-06-12,2025-06-19,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9123.0,1027.0,511.0,2025-03-23,2025-04-11,mostafa,fouad,9.0,nasr city,active,2023-09-25,winter in alexandria,farida anwar,1052.0,516.5,2025-07-07
9003.0,1015.0,501.0,2024-08-04,2024-08-13,hamza,sabry,7.0,maadi,inactive,2025-08-13,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9066.0,1005.0,513.0,2025-07-15,2025-07-31,youssef,halim,9.0,maadi,active,2024-05-05,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9053.0,1008.0,516.0,2025-07-20,2025-08-08,ziad,saleh,8.0,maadi,active,2025-10-28,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9052.0,1019.0,501.0,2024-06-20,2024-06-29,mostafa,wahba,6.0,maadi,inactive,2024-07-20,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9162.0,1030.0,519.0,2025-08-27,2025-09-11,reem,osman,8.0,nasr city,active,2025-04-01,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9027.0,1018.0,519.0,2024-11-04,2025-01-11,ahmed,shafik,9.0,maadi,active,2023-01-28,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9194.0,1024.0,513.0,2024-09-17,2024-10-09,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9120.0,1034.0,526.0,2025-06-06,2025-06-26,aya,wahba,9.0,nasr city,active,2025-01-22,the clockwork orchard,mahmoud rafei,1052.0,516.5,2025-07-07
9182.0,1037.0,525.0,2024-05-19,2024-06-03,retaj,kamel,8.0,nasr city,inactive,2023-08-26,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9241.0,1059.0,519.0,2025-01-04,2025-01-11,lina,halim,7.0,heliopolis,active,2024-01-06,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9172.0,1030.0,513.0,2025-05-04,2025-05-26,reem,osman,8.0,nasr city,active,2025-04-01,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9193.0,1034.0,519.0,2024-09-15,2024-10-01,aya,wahba,9.0,nasr city,active,2025-01-22,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9100.0,1010.0,513.0,2025-08-27,2025-09-22,nour,nabil,6.0,maadi,active,2024-05-15,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9227.0,1059.0,513.0,2024-11-02,2024-11-20,lina,halim,7.0,heliopolis,active,2024-01-06,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9110.0,1030.0,506.0,2024-05-14,2024-05-30,reem,osman,8.0,nasr city,active,2025-04-01,the paper boat club,aya hafez,1052.0,516.5,2025-07-07
9021.0,1008.0,501.0,2025-05-22,2025-05-29,ziad,saleh,8.0,maadi,active,2025-10-28,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9007.0,1008.0,507.0,2025-03-15,2025-03-31,ziad,saleh,8.0,maadi,active,2025-10-28,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9365.0,1075.0,501.0,2024-01-17,2024-02-01,malak,fahmy,7.0,shubra,active,2024-10-28,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9142.0,1027.0,516.0,2024-09-21,2024-10-14,mostafa,fouad,9.0,nasr city,active,2023-09-25,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9073.0,1008.0,513.0,2025-02-13,2025-01-11,ziad,saleh,8.0,maadi,active,2025-10-28,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9024.0,1010.0,507.0,2025-01-27,2025-02-09,nour,nabil,6.0,maadi,active,2024-05-15,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9067.0,1008.0,507.0,2024-01-05,2024-01-29,ziad,saleh,8.0,maadi,active,2025-10-28,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9324.0,1061.0,529.0,2025-03-12,2025-04-10,ziad,fahmy,9.0,zamalek,inactive,2023-04-27,riddles of the red sea,sara tantawy,1052.0,516.5,2025-07-07
9250.0,1044.0,507.0,2025-08-05,2025-08-23,sherif,saleh,7.0,heliopolis,active,2024-02-19,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9090.0,1016.0,507.0,2025-02-18,2025-03-04,dina,rashad,8.0,maadi,active,2023-04-24,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9198.0,1027.0,524.0,2024-10-03,2024-10-19,mostafa,fouad,9.0,nasr city,active,2023-09-25,the weaver's daughter,laila shokry,1052.0,516.5,2025-07-07
9046.0,1022.0,513.0,2024-02-22,2025-01-11,youssef,fouad,7.0,maadi,active,2025-02-28,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9115.0,1034.0,502.0,2025-12-16,2026-01-15,aya,wahba,9.0,nasr city,active,2025-01-22,desert compass,amina darwish,1052.0,516.5,2025-07-07
9310.0,1067.0,511.0,2024-02-04,2024-02-12,aya,ibrahim,7.0,zamalek,inactive,2024-07-03,winter in alexandria,farida anwar,1052.0,516.5,2025-07-07
9357.0,1077.0,516.0,2024-07-26,2024-08-15,lina,rashad,6.0,shubra,active,2023-07-08,the beekeeper's almanac,hoda bakry,1052.0,516.5,2025-07-07
9286.0,1072.0,507.0,2024-08-09,2024-08-16,seif,zaki,9.0,zamalek,active,2025-10-21,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9354.0,1079.0,502.0,2024-03-09,2024-03-18,rana,osman,8.0,shubra,active,2024-10-27,desert compass,amina darwish,1052.0,516.5,2025-07-07
9290.0,1065.0,519.0,2025-10-09,2025-01-11,adam,fahmy,6.0,zamalek,active,2025-07-12,kites over cairo,jasmine wahdan,1052.0,516.5,2025-07-07
9257.0,1047.0,501.0,2024-10-18,2024-11-16,sara,rashad,8.0,heliopolis,inactive,2024-06-25,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9261.0,1047.0,509.0,2025-09-02,2025-09-18,sara,rashad,8.0,heliopolis,inactive,2024-06-25,marbles and mirrors,diaa sultan,1052.0,516.5,2025-07-07
9119.0,1024.0,518.0,2025-02-26,2025-03-15,youssef,hegazy,8.0,nasr city,inactive,2024-01-04,the ninth lighthouse,hani nagati,1052.0,516.5,2025-07-07
9313.0,1068.0,507.0,2024-12-13,2024-12-19,layla,hegazy,8.0,zamalek,inactive,2025-02-24,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9213.0,1050.0,501.0,2024-05-07,2024-05-14,fares,adel,6.0,heliopolis,inactive,2025-09-10,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9051.0,1003.0,513.0,2025-07-22,2025-08-18,bassel,hegazy,6.0,maadi,active,2025-04-23,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9093.0,1008.0,507.0,2025-03-22,2025-04-19,ziad,saleh,8.0,maadi,active,2025-10-28,fossils and fireflies,dalia serry,1052.0,516.5,2025-07-07
9274.0,1054.0,522.0,2024-09-06,2024-09-17,retaj,fahmy,6.0,heliopolis,inactive,2024-03-21,the puzzle merchant,karim elwy,1052.0,516.5,2025-07-07
9292.0,1074.0,525.0,2024-12-28,2025-01-06,mostafa,saleh,8.0,zamalek,active,2025-11-21,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9009.0,1022.0,506.0,2025-04-28,2025-05-04,youssef,fouad,7.0,maadi,active,2025-02-28,the paper boat club,aya hafez,1052.0,516.5,2025-07-07
9064.0,1008.0,502.0,2025-06-12,2025-06-21,ziad,saleh,8.0,maadi,active,2025-10-28,desert compass,amina darwish,1052.0,516.5,2025-07-07
9169.0,1030.0,513.0,2025-11-25,2025-01-11,reem,osman,8.0,nasr city,active,2025-04-01,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9358.0,1077.0,513.0,2025-07-09,2025-07-24,lina,rashad,6.0,shubra,active,2023-07-08,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9297.0,1065.0,501.0,2025-04-14,2025-01-11,adam,fahmy,6.0,zamalek,active,2025-07-12,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9214.0,1058.0,525.0,2024-09-24,2025-01-11,lina,mansour,8.0,heliopolis,active,2025-07-20,storms and sailboats,mahmoud rafei,1052.0,516.5,2025-07-07
9008.0,1010.0,520.0,2025-08-11,2025-01-11,nour,nabil,6.0,maadi,active,2024-05-15,the copper telescope,jasmine wahdan,1052.0,516.5,2025-07-07
9237.0,1057.0,513.0,2024-02-22,2025-01-11,ahmed,fahmy,8.0,heliopolis,active,2024-01-12,circuits for beginners,galal mounir,1052.0,516.5,2025-07-07
9303.0,1061.0,509.0,2025-12-23,2026-01-10,ziad,fahmy,9.0,zamalek,inactive,2023-04-27,marbles and mirrors,diaa sultan,1052.0,516.5,2025-07-07
9338.0,1072.0,501.0,2024-07-16,2025-01-11,seif,zaki,9.0,zamalek,active,2025-10-21,the silver kite,amina darwish,1052.0,516.5,2025-07-07
9343.0,1075.0,529.0,2024-10-04,2024-10-14,malak,fahmy,7.0,shubra,active,2024-10-28,riddles of the red sea,sara tantawy,1052.0,516.5,2025-07-07
