checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,Member ID,Book ID,Checkout Date
9360.0,1077.0,520.0,2024-03-04,2024-03-16,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Copper Telescope,Jasmine Wahdan,,,
9111.0,1027.0,510.0,2024-09-12,2024-10-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Missing Metronome,Diaa Sultan,,,
9342.0,1068.0,501.0,2025-05-28,2025-06-27,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,The Silver Kite,Amina Darwish,,,
9380.0,1022.0,513.0,2024-04-22,2024-04-28,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,,,
9302.0,1061.0,507.0,2024-06-22,,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Fossils and Fireflies,Dalia Serry,,,
9173.0,1027.0,532.0,2025-03-10,2025-04-06,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,,,
9019.0,1014.0,513.0,2024-03-06,2024-03-23,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,Circuits for Beginners,Galal Mounir,,,
9143.0,1024.0,518.0,2025-10-02,,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,,,
9222.0,1050.0,505.0,2024-01-09,2024-02-01,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Letters to the Nile,Aya Hafez,,,
9101.0,1020.0,532.0,2025-05-25,2025-06-15,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Last Bookmark,Samir Zohdy,,,
9316.0,1065.0,513.0,2024-08-25,2024-09-17,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Circuits for Beginners,Galal Mounir,,,
9148.0,1027.0,532.0,2025-07-05,2025-07-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,,,
9070.0,1018.0,513.0,2025-01-08,2025-02-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Circuits for Beginners,Galal Mounir,,,
9139.0,1036.0,521.0,2024-03-14,2024-03-20,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,A Garden of Equations,Karim Elwy,,,
9043.0,1005.0,505.0,2024-01-26,2024-02-04,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Letters to the Nile,Aya Hafez,,,
9187.0,1034.0,502.0,2024-08-11,,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,,,
9269.0,1054.0,507.0,2025-01-26,2025-01-31,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Fossils and Fireflies,Dalia Serry,,,
9056.0,1010.0,519.0,2025-07-11,2025-07-27,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Kites Over Cairo,Jasmine Wahdan,,,
9057.0,1020.0,519.0,2025-02-03,,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Kites Over Cairo,Jasmine Wahdan,,,
9140.0,1034.0,513.0,2025-03-06,2025-04-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Circuits for Beginners,Galal Mounir,,,
9209.0,1058.0,525.0,2024-11-22,2024-12-12,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Storms and Sailboats,Mahmoud Rafei,,,
9249.0,1057.0,519.0,2024-10-17,2024-11-03,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Kites Over Cairo,Jasmine Wahdan,,,
9058.0,1006.0,501.0,2025-03-18,2025-04-09,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,The Silver Kite,Amina Darwish,,,
9366.0,1079.0,503.0,2024-06-23,2024-07-23,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Lantern Maker,Adel Roushdy,,,
9218.0,1044.0,532.0,2025-04-23,2025-05-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Last Bookmark,Samir Zohdy,,,
9355.0,1075.0,515.0,2024-11-10,2024-12-02,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Songs of the Oasis,Hoda Bakry,,,
9205.0,1053.0,525.0,2024-12-02,2024-12-14,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Storms and Sailboats,Mahmoud Rafei,,,
9025.0,1001.0,525.0,2024-10-24,2024-11-07,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,Storms and Sailboats,Mahmoud Rafei,,,
9124.0,1024.0,525.0,2025-10-14,2025-11-13,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Storms and Sailboats,Mahmoud Rafei,,,
9034.0,1015.0,511.0,2025-10-13,,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Winter in Alexandria,Farida Anwar,,,
9181.0,1041.0,509.0,2025-03-24,,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Marbles and Mirrors,Diaa Sultan,,,
9171.0,1027.0,507.0,2025-05-23,2025-06-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Fossils and Fireflies,Dalia Serry,,,
9318.0,1067.0,513.0,2025-07-23,2025-08-17,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Circuits for Beginners,Galal Mounir,,,
9296.0,1065.0,501.0,2024-12-15,2025-01-11,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Silver Kite,Amina Darwish,,,
9348.0,1075.0,532.0,2024-07-28,2024-08-25,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Last Bookmark,Samir Zohdy,,,
9141.0,1027.0,529.0,2025-02-09,2025-03-03,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Riddles of the Red Sea,Sara Tantawy,,,
9094.0,1022.0,527.0,2024-11-22,2024-12-08,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Notes from the Delta,Mona Kholoussy,,,
9280.0,1054.0,517.0,2024-09-06,2024-09-15,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Shadows on the Corniche,Hani Nagati,,,
9211.0,1044.0,507.0,2025-04-28,2025-05-25,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,,,
9294.0,1067.0,507.0,2024-11-26,,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Fossils and Fireflies,Dalia Serry,,,
9372.0,1076.0,519.0,2025-03-06,2025-04-02,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Kites Over Cairo,Jasmine Wahdan,,,
9112.0,1031.0,521.0,2024-07-28,2024-08-22,Ali,Fahmy,8.0,NASR CITY,Active,2023-09-08,A Garden of Equations,Karim Elwy,,,
9001.0,1008.0,501.0,2025-08-23,2025-08-28,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Silver Kite,Amina Darwish,,,
9328.0,1070.0,501.0,2024-01-28,,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,The Silver Kite,Amina Darwish,,,
9075.0,1018.0,510.0,2024-07-01,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Missing Metronome,Diaa Sultan,,,
9149.0,1032.0,507.0,2025-02-09,2025-02-18,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Fossils and Fireflies,Dalia Serry,,,
9165.0,1030.0,519.0,2025-03-27,2025-04-02,Reem,Osman,,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,,,
9255.0,1044.0,509.0,2025-05-24,2025-06-13,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Marbles and Mirrors,Diaa Sultan,,,
9304.0,1068.0,519.0,2024-04-16,2024-05-09,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Kites Over Cairo,Jasmine Wahdan,,,
9322.0,1061.0,510.0,2025-10-20,2025-11-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,The Missing Metronome,Diaa Sultan,,,
9317.0,1061.0,507.0,2024-01-26,2024-02-09,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Fossils and Fireflies,Dalia Serry,,,
9271.0,1044.0,513.0,2025-04-26,2025-05-06,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Circuits for Beginners,Galal Mounir,,,
9186.0,1034.0,516.0,2025-07-17,2025-08-03,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Beekeeper's Almanac,Hoda Bakry,,,
9333.0,1072.0,520.0,2025-06-03,2025-06-08,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Copper Telescope,Jasmine Wahdan,,,
9188.0,1023.0,507.0,2025-05-11,2025-06-08,Hassan,Rashad,8.0,Nasr City,Inactive,,Fossils and Fireflies,Dalia Serry,,,
9371.0,1079.0,528.0,2025-04-22,2025-05-02,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Glass Beehive,Mona Kholoussy,,,
9036.0,1010.0,515.0,2024-11-27,2024-12-24,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Songs of the Oasis,Hoda Bakry,,,
9163.0,1034.0,531.0,2025-12-28,2026-01-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Voices in the Library,Samir Zohdy,,,
9091.0,1008.0,525.0,2024-06-03,2024-06-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Storms and Sailboats,Mahmoud Rafei,,,
9092.0,1019.0,507.0,2025-03-20,2025-03-27,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,Fossils and Fireflies,Dalia Serry,,,
9040.0,1016.0,529.0,2025-01-23,2025-02-11,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Riddles of the Red Sea,Sara Tantawy,,,
9376.0,1024.0,518.0,2025-10-22,2025-11-04,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,,,
9033.0,1020.0,522.0,2025-02-26,2025-03-11,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Puzzle Merchant,Karim Elwy,,,
9341.0,1065.0,516.0,2025-02-19,2025-03-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Beekeeper's Almanac,Hoda Bakry,,,
9247.0,1044.0,510.0,2025-02-01,2025-02-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Missing Metronome,Diaa Sultan,,,
9184.0,1026.0,501.0,2024-12-15,2025-01-11,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,The Silver Kite,Amina Darwish,,,
9228.0,1044.0,516.0,2024-12-05,2024-12-26,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Beekeeper's Almanac,Hoda Bakry,,,
9331.0,1065.0,525.0,2025-02-17,2025-02-23,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Storms and Sailboats,Mahmoud Rafei,,,
9207.0,1044.0,527.0,2025-10-20,2025-11-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Notes from the Delta,Mona Kholoussy,,,
9323.0,1072.0,519.0,2024-01-23,2024-01-28,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Kites Over Cairo,Jasmine Wahdan,,,
9337.0,1072.0,529.0,2024-11-13,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Riddles of the Red Sea,Sara Tantawy,,,
9326.0,1062.0,501.0,2024-08-15,2024-08-21,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Silver Kite,Amina Darwish,,,
9128.0,1024.0,501.0,2025-06-12,2025-06-19,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Silver Kite,Amina Darwish,,,
9123.0,1027.0,511.0,2025-03-23,2025-04-11,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Winter in Alexandria,Farida Anwar,,,
9003.0,1015.0,501.0,2024-08-04,2024-08-13,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,The Silver Kite,Amina Darwish,,,
9066.0,1005.0,513.0,2025-07-15,2025-07-31,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Circuits for Beginners,Galal Mounir,,,
9053.0,1008.0,516.0,2025-07-20,2025-08-08,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Beekeeper's Almanac,Hoda Bakry,,,
9052.0,1019.0,501.0,2024-06-20,2024-06-29,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,The Silver Kite,Amina Darwish,,,
9162.0,1030.0,519.0,2025-08-27,2025-09-11,Reem,Osman,,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,,,
9027.0,1018.0,519.0,2024-11-04,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,,,
9194.0,1024.0,513.0,2024-09-17,2024-10-09,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Circuits for Beginners,Galal Mounir,,,
9120.0,1034.0,526.0,2025-06-06,2025-06-26,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Clockwork Orchard,Mahmoud Rafei,,,
9182.0,1037.0,525.0,2024-05-19,2024-06-03,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,Storms and Sailboats,Mahmoud Rafei,,,
9241.0,1059.0,519.0,2025-01-04,2025-01-11,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Kites Over Cairo,Jasmine Wahdan,,,
9172.0,1030.0,513.0,2025-05-04,2025-05-26,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,,,
9193.0,1034.0,519.0,2024-09-15,2024-10-01,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Kites Over Cairo,Jasmine Wahdan,,,
9100.0,1010.0,513.0,2025-08-27,2025-09-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Circuits for Beginners,Galal Mounir,,,
9227.0,1059.0,513.0,2024-11-02,2024-11-20,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Circuits for Beginners,Galal Mounir,,,
9110.0,1030.0,506.0,2024-05-14,2024-05-30,Reem,Osman,,Nasr City,Active,2025-04-01,The Paper Boat Club,Aya Hafez,,,
9021.0,1008.0,501.0,2025-05-22,2025-05-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Silver Kite,Amina Darwish,,,
9007.0,1008.0,507.0,2025-03-15,2025-03-31,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,,,
9365.0,1075.0,501.0,2024-01-17,2024-02-01,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Silver Kite,Amina Darwish,,,
9142.0,1027.0,516.0,2024-09-21,2024-10-14,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Beekeeper's Almanac,Hoda Bakry,,,
9073.0,1008.0,513.0,2025-02-13,,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Circuits for Beginners,Galal Mounir,,,
9024.0,1010.0,507.0,2025-01-27,2025-02-09,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,,,
9067.0,1008.0,507.0,2024-01-05,2024-01-29,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,,,
9324.0,1061.0,529.0,2025-03-12,2025-04-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Riddles of the Red Sea,Sara Tantawy,,,
9250.0,1044.0,507.0,2025-08-05,2025-08-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,,,
9090.0,1016.0,507.0,2025-02-18,2025-03-04,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Fossils and Fireflies,Dalia Serry,,,
9198.0,1027.0,524.0,2024-10-03,2024-10-19,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Weaver's Daughter,Laila Shokry,,,
9046.0,1022.0,513.0,2024-02-22,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,,,
9115.0,1034.0,502.0,2025-12-16,2026-01-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,,,
9310.0,1067.0,511.0,2024-02-04,2024-02-12,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Winter in Alexandria,Farida Anwar,,,
9357.0,1077.0,516.0,2024-07-26,2024-08-15,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Beekeeper's Almanac,Hoda Bakry,,,
9286.0,1072.0,507.0,2024-08-09,2024-08-16,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Fossils and Fireflies,Dalia Serry,,,
9354.0,1079.0,502.0,2024-03-09,2024-03-18,Rana,Osman,8.0,Shubra,Active,2024-10-27,Desert Compass,Amina Darwish,,,
9290.0,1065.0,519.0,2025-10-09,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Kites Over Cairo,Jasmine Wahdan,,,
9257.0,1047.0,501.0,2024-10-18,2024-11-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Silver Kite,Amina Darwish,,,
9261.0,1047.0,509.0,2025-09-02,2025-09-18,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Marbles and Mirrors,Diaa Sultan,,,
9119.0,1024.0,518.0,2025-02-26,2025-03-15,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,,,
9313.0,1068.0,507.0,2024-12-13,2024-12-19,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Fossils and Fireflies,Dalia Serry,,,
9213.0,1050.0,501.0,2024-05-07,2024-05-14,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Silver Kite,Amina Darwish,,,
9051.0,1003.0,513.0,2025-07-22,2025-08-18,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Circuits for Beginners,Galal Mounir,,,
9093.0,1008.0,507.0,2025-03-22,2025-04-19,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,,,
9274.0,1054.0,522.0,2024-09-06,2024-09-17,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Puzzle Merchant,Karim Elwy,,,
9292.0,1074.0,525.0,2024-12-28,2025-01-06,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,Storms and Sailboats,Mahmoud Rafei,,,
9009.0,1022.0,506.0,2025-04-28,2025-05-04,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,The Paper Boat Club,Aya Hafez,,,
9064.0,1008.0,502.0,2025-06-12,2025-06-21,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Desert Compass,Amina Darwish,,,
9169.0,1030.0,513.0,2025-11-25,,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,,,
9358.0,1077.0,513.0,2025-07-09,2025-07-24,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Circuits for Beginners,Galal Mounir,,,
9297.0,1065.0,501.0,2025-04-14,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Silver Kite,Amina Darwish,,,
9214.0,1058.0,525.0,2024-09-24,,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,Storms and Sailboats,Mahmoud Rafei,,,
9008.0,1010.0,520.0,2025-08-11,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,The Copper Telescope,Jasmine Wahdan,,,
9237.0,1057.0,513.0,2024-02-22,,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Circuits for Beginners,Galal Mounir,,,
9303.0,1061.0,509.0,2025-12-23,2026-01-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Marbles and Mirrors,Diaa Sultan,,,
9338.0,1072.0,501.0,2024-07-16,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Silver Kite,Amina Darwish,,,
9343.0,1075.0,529.0,2024-10-04,2024-10-14,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Riddles of the Red Sea,Sara Tantawy,,,
9130.0,1024.0,503.0,2025-09-04,2025-09-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Lantern Maker,Adel Roushdy,,,
9192.0,1027.0,519.0,2025-09-26,2025-10-07,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Kites Over Cairo,Jasmine Wahdan,,,
9017.0,1018.0,519.0,2024-08-06,2024-08-11,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,,,
9266.0,1053.0,519.0,2024-06-01,2024-06-15,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Kites Over Cairo,Jasmine Wahdan,,,
9132.0,1035.0,511.0,2025-02-26,2025-03-13,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,Winter in Alexandria,Farida Anwar,,,
9015.0,1010.0,507.0,2025-09-02,2025-09-14,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,,,
9362.0,1079.0,507.0,2024-03-08,2024-04-07,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,,,
9262.0,1054.0,524.0,2024-02-25,2024-03-22,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Weaver's Daughter,Laila Shokry,,,
9336.0,1061.0,528.0,2024-04-18,2024-05-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,The Glass Beehive,Mona Kholoussy,,,
9105.0,1027.0,501.0,2025-03-05,2025-03-25,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Silver Kite,Amina Darwish,,,
9055.0,1015.0,525.0,2025-08-08,2025-08-27,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Storms and Sailboats,Mahmoud Rafei,,,
9183.0,1027.0,532.0,2025-03-28,2025-04-10,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,,,
9049.0,1010.0,514.0,2025-09-08,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,The Robot in Row Nine,Galal Mounir,,,
